id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
115893,Female,disloyal Customer,24,Business travel,,358,4,2,4,5,4,,4,,5,4,5,4,2,4,,,satisfied
24999,Female,Loyal Customer,7,Personal Travel,Eco,692,,4,3,2,1,,1,1,5,2,5,3,5,1,0,,neutral
67373,Male,Loyal Customer,41,Business travel,Business,2850,5,5,5,5,5,4,5,,4,4,4,4,4,4,19,,satisfied
35464,Female,Loyal Customer,32,Personal Travel,,944,2,5,1,4,5,,4,5,3,2,3,3,3,5,31,,neutral
36272,Female,Loyal Customer,10,Personal Travel,,728,,5,4,5,2,,2,2,3,1,4,2,3,2,0,0,neutral
121680,Female,Loyal Customer,34,,Eco,328,3,4,3,3,4,3,5,4,4,4,5,5,5,4,0,,dissatisfied
108258,Male,Loyal Customer,51,Business travel,,895,2,3,3,3,2,2,2,2,2,2,4,3,4,2,14,,neutral
67100,Male,Loyal Customer,41,Business travel,,2899,4,4,4,4,4,,5,5,5,5,5,5,5,4,0,,satisfied
15217,Male,Loyal Customer,27,Business travel,Business,445,2,3,4,4,2,2,2,,4,5,4,3,4,2,0,0,dissatisfied
84862,Female,Loyal Customer,17,Business travel,Business,1860,5,5,2,5,3,,3,,2,1,4,4,3,3,3,,satisfied
65423,Female,Loyal Customer,47,Business travel,Business,2165,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,,satisfied
15740,Female,Loyal Customer,59,Personal Travel,Eco,419,,3,3,3,1,,3,,5,3,5,2,5,3,78,,dissatisfied
107083,Female,Loyal Customer,32,Business travel,Eco Plus,395,,0,0,4,1,0,1,,5,2,2,3,1,1,,0,satisfied
17618,Female,Loyal Customer,24,Business travel,,622,,4,4,4,4,5,4,4,2,3,1,5,3,4,56,53,satisfied
120955,Male,Loyal Customer,31,Business travel,,992,1,5,5,5,1,1,1,,4,2,2,2,2,1,0,,neutral
27771,Female,disloyal Customer,20,Business travel,,1284,2,2,2,1,4,2,4,4,1,1,3,1,3,4,7,0,neutral
124609,Female,Loyal Customer,49,Business travel,Business,1671,1,1,5,1,5,3,4,5,5,4,5,3,5,3,0,,satisfied
31494,Female,Loyal Customer,42,,Business,2914,1,1,2,1,1,5,4,,4,4,4,4,4,5,112,126,satisfied
52084,Female,Loyal Customer,11,Business travel,Business,639,1,1,1,1,4,4,4,4,1,2,5,5,5,4,0,,satisfied
42212,Male,disloyal Customer,30,,,748,4,4,4,4,5,4,5,5,1,2,2,5,1,5,,,satisfied
119042,Female,disloyal Customer,39,Business travel,Business,2279,,2,2,4,3,2,3,,3,5,3,3,4,3,19,,neutral
59562,Female,disloyal Customer,24,,,964,4,5,4,2,1,,1,1,5,4,5,4,4,1,0,0,satisfied
93258,Female,Loyal Customer,58,,,806,1,1,1,1,3,4,5,4,4,4,4,5,4,5,0,,satisfied
50983,Female,Loyal Customer,20,Personal Travel,Eco,337,3,5,3,3,4,3,4,,3,3,4,5,4,4,0,2,neutral
111808,Male,Loyal Customer,60,Personal Travel,,349,,4,4,2,1,4,1,1,5,3,2,5,4,1,32,,neutral
86794,Female,Loyal Customer,47,Business travel,Business,692,4,4,4,4,4,,4,,4,4,4,3,4,3,,,satisfied
93772,Male,Loyal Customer,38,Personal Travel,,368,,3,3,3,2,,2,2,1,3,4,4,3,2,,,dissatisfied
31215,Male,Loyal Customer,45,Personal Travel,,628,2,4,2,3,5,2,2,5,1,4,3,1,4,5,0,0,neutral
124419,Female,Loyal Customer,44,,,1992,,5,5,5,3,4,4,4,4,4,4,5,4,4,2,,satisfied
79263,Male,Loyal Customer,7,Personal Travel,Eco,1598,,2,3,4,3,3,3,3,1,3,3,1,4,3,0,0,neutral
38778,Female,Loyal Customer,36,,Business,387,3,3,3,3,1,1,4,5,5,5,5,4,5,5,0,,satisfied
39031,Female,Loyal Customer,67,Personal Travel,Eco,230,1,4,1,4,2,4,3,4,4,1,4,4,4,1,,114,neutral
9620,Female,Loyal Customer,58,Business travel,,2183,0,0,0,4,4,,4,,3,3,3,4,3,4,42,36,satisfied
120264,Female,Loyal Customer,36,Personal Travel,,237,,2,0,3,3,0,3,,2,2,3,3,3,3,,,neutral
77665,Male,Loyal Customer,43,Business travel,,1890,,3,3,3,3,3,3,2,2,2,2,2,2,4,0,0,dissatisfied
60723,Female,Loyal Customer,26,Personal Travel,Eco,1605,1,5,0,3,0,,5,5,3,4,3,5,1,5,196,,neutral
95044,Female,Loyal Customer,23,,,189,2,2,2,4,3,,3,,3,4,4,4,4,3,28,,neutral
95541,Male,Loyal Customer,36,Personal Travel,Eco Plus,458,1,5,1,1,2,1,5,2,3,5,5,5,4,2,2,5,dissatisfied
8826,Female,Loyal Customer,22,Personal Travel,Eco,522,3,5,3,1,2,,2,,3,3,5,5,5,2,0,0,neutral
34184,Male,Loyal Customer,50,Business travel,Business,2916,3,3,3,3,4,4,4,3,3,3,3,1,3,5,0,0,satisfied
33294,Male,Loyal Customer,52,Personal Travel,Eco Plus,102,4,5,4,1,1,4,1,1,4,4,5,4,5,1,0,0,neutral
23185,Female,Loyal Customer,52,Personal Travel,Eco,646,3,5,3,4,2,3,1,2,2,3,2,5,2,2,0,,neutral
5482,Female,Loyal Customer,59,,,910,1,1,1,1,5,5,5,,5,5,5,4,5,4,0,,satisfied
57933,Male,disloyal Customer,28,Business travel,Business,1167,,4,4,3,5,,5,5,4,2,5,4,4,5,7,,satisfied
123634,Female,Loyal Customer,47,Business travel,,214,,1,1,1,5,5,5,5,5,5,4,5,5,5,0,10,satisfied
116322,Female,Loyal Customer,42,Personal Travel,,337,,5,3,5,5,,5,2,2,3,2,1,2,5,2,,neutral
49090,Male,Loyal Customer,42,,Business,3762,2,2,2,2,5,5,1,,5,5,4,1,5,2,0,,satisfied
105484,Female,Loyal Customer,9,,Business,516,1,3,3,3,1,1,1,1,4,5,4,4,4,1,0,,neutral
52919,Female,Loyal Customer,36,,,679,4,3,3,3,4,4,4,4,1,3,5,2,3,4,12,,satisfied
56981,Female,Loyal Customer,64,Personal Travel,,2454,,2,3,3,3,1,1,1,2,3,4,1,4,1,3,16,neutral
47533,Female,Loyal Customer,46,Personal Travel,Eco,590,,4,2,3,5,4,3,,3,2,3,5,3,5,,,neutral
108432,Male,Loyal Customer,41,Business travel,Business,1444,3,3,4,3,4,5,5,5,5,5,5,3,5,5,0,,satisfied
31193,Female,disloyal Customer,33,Business travel,,628,2,4,2,3,3,,3,3,3,1,3,3,1,3,,,dissatisfied
117163,Female,Loyal Customer,57,Personal Travel,Eco,304,2,5,2,3,2,4,4,,3,2,3,5,3,4,0,,dissatisfied
47205,Female,Loyal Customer,27,Personal Travel,,965,3,1,3,3,3,,1,,3,3,2,3,3,3,0,,neutral
31305,Female,Loyal Customer,44,Business travel,Eco,680,,5,1,5,3,,3,3,3,3,3,4,3,4,0,,satisfied
36263,Male,Loyal Customer,37,,Eco,612,,1,1,1,2,2,2,2,3,2,4,4,4,2,0,,neutral
34187,Female,Loyal Customer,27,Personal Travel,,1046,1,1,1,3,5,1,5,,3,4,2,3,2,5,30,,neutral
115632,Female,Loyal Customer,45,Business travel,,296,3,3,3,3,4,4,5,5,5,5,5,3,5,4,,0,satisfied
62410,Female,disloyal Customer,49,,Business,2704,3,2,2,4,5,,5,5,3,4,5,5,5,5,5,,neutral
78417,Male,disloyal Customer,39,,Eco,453,,4,1,4,3,1,3,,2,4,4,3,4,3,71,,neutral
10012,Male,Loyal Customer,63,,,457,2,3,3,3,2,2,2,2,2,4,3,1,4,2,0,,neutral
68072,Female,disloyal Customer,16,,Eco,813,1,1,1,3,2,1,2,,1,1,4,2,4,2,0,,neutral
75749,Female,Loyal Customer,35,Business travel,,2002,3,3,3,3,4,4,2,5,5,5,5,3,5,3,46,,satisfied
53023,Male,Loyal Customer,51,,Eco,1190,,4,4,4,2,,2,2,3,4,2,4,2,2,12,,neutral
65918,Female,disloyal Customer,24,Business travel,,569,1,4,1,3,1,,1,1,2,4,4,3,3,1,0,,neutral
30679,Male,Loyal Customer,32,Business travel,,680,3,1,1,1,3,3,3,3,2,5,3,4,3,3,0,,neutral
100732,Female,Loyal Customer,20,Business travel,Business,2191,1,5,5,5,1,1,1,1,4,5,3,2,4,1,102,92,neutral
127962,Female,Loyal Customer,47,,,1999,,4,3,4,5,3,4,,1,3,1,5,1,3,0,15,neutral
15523,Female,disloyal Customer,37,Business travel,,164,3,3,3,4,5,3,5,5,4,2,4,4,3,5,33,,dissatisfied
61239,Female,disloyal Customer,23,Business travel,Eco,567,3,1,3,4,2,,2,2,3,4,4,1,3,2,0,,dissatisfied
28446,Female,disloyal Customer,28,Business travel,Eco Plus,2496,3,3,3,4,3,,4,2,2,2,3,4,4,4,0,,neutral
100161,Female,disloyal Customer,27,,,717,3,3,3,4,4,3,4,4,1,3,4,2,1,4,0,0,neutral
41726,Female,Loyal Customer,45,Business travel,Eco,695,,3,3,3,5,,4,4,4,4,4,5,4,4,,,satisfied
50269,Female,Loyal Customer,54,Business travel,,2403,2,4,4,4,1,4,4,3,3,3,2,1,3,3,,1,neutral
13798,Female,Loyal Customer,36,Business travel,,195,,3,3,3,5,,5,,5,5,4,4,5,5,28,0,satisfied
4452,Male,Loyal Customer,34,Personal Travel,Eco Plus,762,2,2,2,3,4,2,1,4,4,4,4,2,4,4,,,neutral
33422,Female,disloyal Customer,29,Business travel,,737,4,4,4,4,4,4,4,,3,3,4,3,5,4,0,0,neutral
51306,Female,Loyal Customer,39,,Eco Plus,266,,1,4,1,2,,2,2,1,3,3,4,3,2,49,,neutral
117727,Male,Loyal Customer,53,Business travel,Business,833,5,5,5,5,5,,5,4,4,4,4,4,4,5,,,satisfied
117139,Male,Loyal Customer,29,,,370,3,5,4,2,1,4,1,,4,2,5,3,3,1,9,,neutral
47218,Male,Loyal Customer,42,Personal Travel,Eco,954,4,0,4,4,1,4,1,1,3,1,4,4,2,1,0,,neutral
30806,Male,Loyal Customer,41,Business travel,,1199,4,4,4,4,4,4,4,,3,4,5,5,2,4,,,satisfied
121533,Male,Loyal Customer,55,Business travel,,2875,,2,2,2,3,,5,4,4,4,4,4,4,5,0,4,satisfied
82336,Female,disloyal Customer,41,Business travel,,1930,,4,4,1,1,4,1,1,3,3,5,4,5,1,0,,neutral
45565,Female,Loyal Customer,42,,Eco,1304,2,2,2,3,3,,3,1,1,2,1,3,1,3,0,,neutral
58803,Female,disloyal Customer,29,Personal Travel,,1005,4,5,4,3,4,4,4,4,5,3,4,3,4,4,2,,neutral
34893,Male,Loyal Customer,40,Personal Travel,Business,187,1,5,1,3,4,5,5,1,1,1,1,3,1,3,0,0,neutral
28799,Male,disloyal Customer,48,,,1050,2,1,1,4,1,,1,1,2,4,1,3,2,1,0,,dissatisfied
73888,Female,Loyal Customer,22,Business travel,Business,2342,1,1,1,1,2,2,2,2,4,3,5,3,4,2,1,,satisfied
121935,Female,Loyal Customer,44,,,366,5,5,5,2,5,3,2,4,4,5,2,2,4,4,,,satisfied
35845,Female,disloyal Customer,42,Business travel,,1065,,1,1,2,2,1,2,2,1,4,4,3,4,2,0,4,neutral
89733,Male,Loyal Customer,64,Personal Travel,Eco,1076,3,4,3,4,2,3,2,2,4,1,3,4,3,2,0,0,neutral
92805,Female,Loyal Customer,45,Business travel,Business,1587,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,satisfied
24070,Male,Loyal Customer,45,Personal Travel,Business,866,1,5,1,4,2,,4,3,3,1,3,3,3,5,0,0,neutral
11387,Female,disloyal Customer,33,Business travel,Business,191,,1,1,5,4,1,4,4,3,2,5,5,4,4,0,,neutral
37262,Female,Loyal Customer,25,Business travel,Eco,1010,,5,0,3,3,0,5,,1,4,5,2,1,3,0,0,satisfied
100534,Female,Loyal Customer,13,,Eco,580,3,3,3,2,2,3,2,2,3,4,5,4,5,2,0,,neutral
3607,Female,Loyal Customer,42,Personal Travel,Eco,999,,3,3,3,5,5,5,,1,3,1,4,1,4,0,,neutral
124983,Male,Loyal Customer,59,Business travel,,184,,5,0,2,2,5,5,3,3,3,3,4,3,4,,0,satisfied
4433,Female,Loyal Customer,42,Business travel,Business,3670,2,1,1,1,4,3,4,2,2,2,2,3,2,3,0,9,neutral
118250,Male,Loyal Customer,32,Business travel,,1788,4,4,4,4,4,4,4,4,5,3,4,3,5,4,2,0,satisfied
16201,Male,Loyal Customer,9,Personal Travel,Eco,212,2,1,2,3,1,2,1,1,3,2,3,2,4,1,,,neutral
49171,Female,Loyal Customer,24,Business travel,Eco,447,5,5,5,5,5,5,3,,2,1,3,5,3,5,,,satisfied
21499,Female,Loyal Customer,19,Personal Travel,Eco,399,1,4,1,1,4,1,4,4,3,1,1,1,3,4,,0,neutral
42244,Male,disloyal Customer,26,Business travel,Eco,817,5,5,5,3,1,5,4,1,3,3,1,2,3,1,0,,satisfied
34444,Male,disloyal Customer,24,Business travel,Eco,228,,2,2,3,2,2,2,2,3,4,3,4,2,2,,118,neutral
65516,Female,Loyal Customer,48,Business travel,Business,1616,2,2,2,2,2,4,5,,3,3,3,3,3,4,0,,satisfied
116022,Female,Loyal Customer,10,,Eco,480,1,2,1,2,1,,1,1,1,5,1,2,1,1,0,,neutral
22405,Male,Loyal Customer,51,Business travel,,143,1,1,1,1,4,3,5,5,5,5,4,3,5,5,,,satisfied
47837,Male,disloyal Customer,38,,Eco,838,,1,1,3,2,1,2,,3,3,4,4,4,2,0,0,neutral
99977,Female,Loyal Customer,36,,Business,220,2,2,2,2,3,,5,5,5,5,4,4,5,3,0,,satisfied
98183,Female,disloyal Customer,36,Business travel,Business,327,2,2,2,3,5,2,5,5,5,4,5,3,4,5,0,0,dissatisfied
4902,Female,Loyal Customer,52,Business travel,,3515,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,,satisfied
82859,Female,Loyal Customer,41,Business travel,,1951,,2,2,2,5,,4,4,4,5,4,5,4,5,2,,satisfied
12806,Female,Loyal Customer,25,,Eco,817,4,3,3,3,4,4,4,,1,2,4,1,4,4,0,,satisfied
12402,Female,Loyal Customer,22,,,2426,,1,1,1,3,4,1,,3,4,3,3,3,3,6,26,neutral
4744,Male,Loyal Customer,56,Personal Travel,Eco,888,5,3,5,1,2,5,2,,5,3,3,3,2,2,0,,satisfied
17997,Male,Loyal Customer,29,Business travel,Business,3801,,2,3,2,4,,4,4,2,3,5,4,2,4,0,0,satisfied
75992,Female,Loyal Customer,51,Personal Travel,Eco,297,2,4,2,4,4,,5,5,5,2,5,3,5,5,,,neutral
13989,Female,Loyal Customer,56,Business travel,Business,1930,3,5,5,5,1,4,4,4,4,4,3,2,4,1,4,,neutral
51053,Female,Loyal Customer,47,Personal Travel,Eco,109,,4,1,2,5,,5,3,3,1,5,3,3,5,0,,neutral
61457,Male,Loyal Customer,39,Business travel,Business,2419,1,1,1,1,4,,5,5,5,5,5,5,5,5,14,,satisfied
95890,Female,Loyal Customer,62,Personal Travel,Eco,580,,3,3,4,4,3,4,5,5,3,5,1,5,1,34,,neutral
124059,Male,Loyal Customer,46,Business travel,,2153,4,4,4,4,5,3,4,4,4,4,4,5,4,4,0,,satisfied
123575,Female,Loyal Customer,35,,Business,1773,2,2,2,2,5,,3,2,2,2,2,1,2,2,0,,neutral
128323,Male,disloyal Customer,23,Business travel,,621,,0,3,2,2,3,2,,4,3,4,5,4,2,,,neutral
56390,Male,Loyal Customer,7,Personal Travel,Eco,1167,2,1,2,3,4,2,4,4,1,2,3,3,2,4,0,0,neutral
116458,Female,Loyal Customer,55,Personal Travel,Eco,362,1,5,1,2,3,5,4,2,2,1,2,5,2,4,9,0,neutral
6412,Female,Loyal Customer,35,Personal Travel,Eco,315,2,4,2,3,2,2,3,2,4,4,3,2,4,2,0,20,neutral
69142,Male,disloyal Customer,28,,Eco,1322,2,2,2,3,1,2,1,1,3,3,3,2,3,1,44,,neutral
114369,Female,Loyal Customer,47,Business travel,Business,1595,,4,4,4,2,5,4,,4,4,4,5,4,3,6,2,satisfied
95317,Female,Loyal Customer,55,,,148,2,3,2,4,5,3,3,4,4,2,2,4,4,4,25,,neutral
15012,Male,Loyal Customer,44,,,3284,1,1,4,1,2,5,3,4,4,4,4,1,4,5,0,,satisfied
62350,Male,Loyal Customer,40,,,1735,2,4,4,4,2,,2,,4,2,2,1,3,2,29,27,neutral
49308,Female,Loyal Customer,23,Business travel,Business,3182,,1,1,1,5,5,5,,4,3,2,4,3,5,0,,satisfied
84173,Female,Loyal Customer,40,Business travel,,2885,2,3,2,2,4,4,5,5,5,5,5,3,5,3,,1,satisfied
95250,Male,Loyal Customer,67,Personal Travel,Eco,277,3,0,3,2,1,3,1,1,4,5,5,5,4,1,,,neutral
9142,Male,Loyal Customer,51,Business travel,Business,2925,0,0,0,4,2,,4,5,5,3,3,3,5,3,0,,satisfied
71283,Female,Loyal Customer,42,Personal Travel,,733,1,1,1,4,3,5,5,4,4,1,4,4,4,4,0,,neutral
128543,Female,Loyal Customer,22,Business travel,,651,3,3,3,3,4,4,4,4,3,2,4,5,4,4,2,0,satisfied
53398,Male,Loyal Customer,54,,Business,2288,,4,4,4,2,4,4,3,3,4,3,4,3,3,121,94,satisfied
62629,Male,Loyal Customer,39,,,1726,,4,4,3,5,4,5,5,4,2,3,4,4,5,2,24,neutral
121965,Female,Loyal Customer,36,,,2391,2,1,1,1,5,,4,2,2,2,2,1,2,1,0,0,neutral
5687,Female,Loyal Customer,41,Business travel,,196,3,1,1,1,3,,3,,3,5,3,3,4,3,6,11,neutral
105490,Male,Loyal Customer,47,Business travel,Business,516,3,3,3,3,2,5,5,3,3,4,3,3,3,3,,0,satisfied
109143,Female,Loyal Customer,10,Personal Travel,Business,793,3,4,3,4,4,3,4,4,5,4,4,3,5,4,2,4,neutral
50434,Female,Loyal Customer,40,Business travel,Business,156,4,4,4,4,2,4,5,,4,4,3,2,4,1,0,,satisfied
55034,Male,Loyal Customer,30,Business travel,Business,1635,3,5,5,5,3,3,3,3,1,1,2,2,4,3,0,,neutral
95453,Male,Loyal Customer,42,Business travel,Business,3789,,5,5,5,2,4,5,5,5,4,5,4,5,3,13,,satisfied
81918,Female,Loyal Customer,50,,,1535,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,,satisfied
39931,Male,disloyal Customer,37,Business travel,,1086,,2,2,3,1,,2,,4,5,4,3,3,1,12,0,neutral
87027,Female,Loyal Customer,63,Personal Travel,Business,645,3,4,3,3,5,4,5,,1,3,1,4,1,3,4,,neutral
68146,Male,Loyal Customer,44,Business travel,,2670,1,1,1,1,4,5,5,5,5,5,4,5,5,5,,,satisfied
59136,Male,Loyal Customer,62,Personal Travel,Eco,1846,,3,4,4,2,4,2,,3,1,4,4,4,2,0,0,neutral
90794,Male,Loyal Customer,48,Business travel,,545,,3,3,3,5,,5,,5,5,5,5,5,3,0,,satisfied
94063,Female,Loyal Customer,43,Business travel,,1937,4,5,5,5,3,3,3,4,4,4,4,3,4,3,0,0,neutral
19967,Male,Loyal Customer,41,,Business,557,,2,2,2,3,3,2,4,4,4,4,2,4,4,30,24,satisfied
94017,Male,disloyal Customer,25,,Business,192,4,5,4,1,5,4,5,5,3,5,5,5,4,5,32,,satisfied
88426,Female,Loyal Customer,66,,,594,3,1,5,5,4,,3,3,3,3,3,3,3,1,,,neutral
97182,Female,Loyal Customer,10,Personal Travel,Eco,1164,4,1,4,3,2,,2,,3,5,2,2,4,2,,11,neutral
4140,Male,disloyal Customer,21,Business travel,,431,3,4,3,4,3,,3,3,1,5,4,3,3,3,0,,neutral
101885,Male,Loyal Customer,53,Business travel,Business,2039,,3,5,3,2,4,5,5,5,5,5,4,5,3,,0,satisfied
116398,Female,Loyal Customer,21,Personal Travel,,358,,4,1,2,4,,4,4,4,2,4,5,5,4,,40,neutral
3866,Male,Loyal Customer,15,,Business,290,3,5,3,4,5,3,3,5,5,2,4,3,5,5,9,0,neutral
67316,Male,Loyal Customer,60,Personal Travel,,918,1,4,1,1,4,,4,4,4,4,4,3,4,4,,5,neutral
19660,Male,Loyal Customer,39,Business travel,,3021,3,5,5,5,4,2,3,3,3,3,3,3,3,1,0,0,neutral
70094,Male,Loyal Customer,56,Business travel,Business,2776,4,4,4,4,5,4,4,,4,4,4,5,4,3,0,,satisfied
95500,Female,Loyal Customer,77,Business travel,Eco Plus,496,,2,2,2,4,,3,,4,4,4,3,4,1,0,0,dissatisfied
46350,Female,Loyal Customer,63,,Eco Plus,589,2,2,2,3,2,4,4,4,4,2,4,1,4,2,,1,neutral
24337,Female,Loyal Customer,47,,Eco,634,,1,1,1,2,,4,3,3,3,3,4,3,4,0,0,neutral
40975,Male,Loyal Customer,50,Personal Travel,Eco,601,4,5,4,4,1,,1,1,4,5,1,3,2,1,0,0,neutral
58369,Male,Loyal Customer,17,,Eco Plus,599,,2,2,3,1,,1,1,1,4,4,4,3,1,,0,neutral
33400,Male,Loyal Customer,51,Business travel,Business,2614,1,1,1,1,4,4,4,,2,3,5,4,3,4,0,0,satisfied
12271,Male,disloyal Customer,48,Business travel,Business,285,1,1,1,3,5,,5,,1,3,3,3,3,5,0,0,neutral
23896,Male,disloyal Customer,27,Business travel,Eco,579,4,4,4,1,3,4,3,3,3,3,2,3,5,3,0,3,satisfied
50622,Male,Loyal Customer,9,Personal Travel,Eco,207,,1,2,3,4,2,4,,1,1,3,1,3,4,0,,neutral
35571,Female,disloyal Customer,25,Business travel,Eco Plus,1069,,0,3,5,3,3,3,3,5,3,2,4,4,3,0,0,neutral
28021,Female,Loyal Customer,23,Business travel,Business,763,,4,1,4,3,3,3,,1,2,3,1,4,3,0,0,dissatisfied
56364,Male,Loyal Customer,24,Personal Travel,Eco,200,,5,4,2,1,4,1,1,5,2,4,4,4,1,0,,satisfied
32165,Female,disloyal Customer,24,,Eco,102,0,5,0,1,3,5,3,3,4,1,3,5,1,3,11,,satisfied
113917,Male,Loyal Customer,30,,,2329,2,2,2,2,4,,4,4,4,2,3,5,4,4,6,,satisfied
50233,Male,Loyal Customer,31,Business travel,,2572,2,2,2,2,3,,2,3,2,2,4,4,4,3,19,33,neutral
27681,Female,Loyal Customer,59,Business travel,,1107,4,2,2,2,2,3,1,4,4,4,4,3,4,4,0,0,satisfied
128237,Male,Loyal Customer,36,Personal Travel,Eco,602,3,4,3,2,1,,1,1,4,5,4,4,5,1,2,2,neutral
21418,Male,Loyal Customer,47,Business travel,,3368,1,1,1,1,3,5,3,,4,4,4,2,4,5,0,0,satisfied
108572,Male,Loyal Customer,34,Personal Travel,Business,696,3,4,3,3,2,,5,,1,3,1,3,1,5,51,,neutral
5548,Male,Loyal Customer,48,,,431,2,4,2,1,5,2,2,5,5,3,4,3,4,5,0,,neutral
114012,Female,Loyal Customer,56,,,1706,3,2,3,3,5,2,3,5,5,3,5,4,5,3,14,0,neutral
16331,Female,Loyal Customer,25,Personal Travel,,602,1,5,1,2,5,1,5,,3,4,4,3,5,5,0,,neutral
66044,Male,Loyal Customer,58,,,1055,4,4,4,4,4,,5,,4,4,4,4,4,4,10,0,satisfied
27868,Female,Loyal Customer,41,Business travel,Eco Plus,1448,5,4,4,4,1,,4,5,5,5,5,1,5,2,,,satisfied
124298,Female,Loyal Customer,56,,,3145,3,2,5,2,4,3,3,3,3,3,3,3,3,3,0,,neutral
119719,Female,disloyal Customer,44,Business travel,,1303,5,5,5,2,2,5,2,,4,3,5,4,4,2,0,2,satisfied
68895,Male,Loyal Customer,46,Business travel,,536,4,4,4,4,1,1,1,,4,4,4,5,4,2,0,0,satisfied
19049,Female,Loyal Customer,32,Business travel,,3505,,3,3,3,3,,3,3,2,2,4,2,4,3,,,neutral
101109,Male,Loyal Customer,57,Business travel,Business,1090,5,5,5,5,2,5,5,4,4,4,4,5,4,4,,,satisfied
100390,Female,Loyal Customer,17,,Eco,1034,3,5,3,3,4,3,4,,3,2,5,3,4,4,0,,dissatisfied
52944,Female,disloyal Customer,29,,Eco,770,2,2,2,3,5,2,5,5,4,4,1,3,3,5,35,,neutral
109534,Female,disloyal Customer,20,Business travel,Eco,966,,2,2,1,4,,4,4,2,3,2,3,2,4,,,dissatisfied
62909,Male,Loyal Customer,37,Personal Travel,Business,909,3,1,3,2,5,2,2,,4,3,4,4,4,1,24,10,neutral
117412,Male,Loyal Customer,53,,Business,1136,4,4,4,4,5,,4,5,5,5,5,3,5,4,0,2,satisfied
59461,Male,disloyal Customer,16,Business travel,,758,,4,4,4,3,,2,3,4,2,4,4,4,3,2,0,neutral
22887,Female,Loyal Customer,54,Personal Travel,Eco,170,2,5,2,1,2,4,2,5,5,2,5,4,5,4,,,neutral
8290,Female,Loyal Customer,51,Personal Travel,Eco,402,4,2,4,4,5,3,4,2,2,4,2,2,2,4,0,,neutral
89930,Female,disloyal Customer,21,Business travel,,1279,3,3,3,1,4,,4,4,3,4,3,3,1,4,36,,neutral
53692,Male,Loyal Customer,31,Business travel,,1208,5,5,1,5,5,5,5,5,2,4,2,3,5,5,81,87,satisfied
62415,Male,Loyal Customer,25,Business travel,Business,2457,,1,1,1,5,5,5,,2,3,4,5,3,5,131,122,satisfied
107961,Female,disloyal Customer,26,Business travel,Business,825,2,2,2,1,2,,2,2,5,3,4,5,4,2,0,,neutral
101237,Female,Loyal Customer,51,Business travel,Business,1587,,4,1,1,4,4,5,,4,4,4,5,4,4,8,0,satisfied
81537,Female,Loyal Customer,48,Personal Travel,,1124,4,5,4,2,4,4,5,,2,4,2,4,2,4,,,satisfied
92848,Male,Loyal Customer,47,Business travel,Eco Plus,1587,2,2,2,2,2,2,2,,3,2,2,4,4,2,0,,neutral
22439,Female,Loyal Customer,46,,Eco,143,2,2,2,4,1,4,3,1,1,2,1,1,1,4,0,4,neutral
25724,Female,Loyal Customer,36,,,447,2,4,2,3,5,,5,5,3,5,4,3,4,5,16,,neutral
43951,Male,disloyal Customer,36,Business travel,,473,4,4,4,3,1,,1,1,3,3,3,4,3,1,0,14,neutral
57790,Female,disloyal Customer,33,Business travel,Business,2611,,2,2,3,3,2,3,,4,4,5,5,5,3,1,0,neutral
95468,Female,Loyal Customer,45,Business travel,Business,1670,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0,satisfied
116634,Male,Loyal Customer,80,Business travel,Business,358,5,5,5,5,4,4,5,5,5,5,5,5,5,4,,0,satisfied
42992,Male,Loyal Customer,33,Business travel,,259,4,4,4,4,3,,3,3,1,4,4,1,2,3,,21,satisfied
123830,Female,Loyal Customer,59,Business travel,Business,546,,4,4,4,4,4,5,,5,5,5,5,5,4,0,0,satisfied
46685,Male,Loyal Customer,61,,Eco,125,3,4,3,4,3,,3,3,1,3,3,1,3,3,67,,neutral
129237,Male,Loyal Customer,44,Business travel,Business,1464,,3,3,3,4,,2,,2,1,2,3,2,2,0,,neutral
128985,Male,Loyal Customer,39,Personal Travel,,414,2,4,2,1,1,2,1,1,4,2,3,4,4,1,0,0,neutral
106914,Male,Loyal Customer,57,Business travel,Business,1259,1,1,1,1,2,,5,3,3,3,3,4,3,4,,0,satisfied
62605,Male,Loyal Customer,48,Personal Travel,Eco,1846,5,4,5,4,1,,1,1,4,5,2,3,3,1,0,,satisfied
1945,Male,Loyal Customer,36,Business travel,Business,1926,1,2,2,2,3,,3,,1,1,1,3,1,4,0,,neutral
36927,Male,Loyal Customer,49,,,2543,,2,2,2,4,2,1,5,5,5,5,3,5,2,2,0,satisfied
1631,Female,disloyal Customer,54,Business travel,Eco,599,2,3,2,4,2,2,2,,4,4,4,1,3,2,0,,neutral
